GameType, Year, locCity, locCountry, Rank, partCountry, Gold, Silver, Bronze, Total
Winter,2010,Vancouver,Canada,1,United States,9,15,13,37
Winter,2010,Vancouver,Canada,2,Germany,10,13,7,30
Winter,2010,Vancouver,Canada,3,Canada,14,7,5,26
Winter,2010,Vancouver,Canada,4,Norway,9,8,6,23
Winter,2010,Vancouver,Canada,5,Austria,4,6,6,16
Winter,2010,Vancouver,Canada,6,Russia,3,5,7,15
Winter,2010,Vancouver,Canada,7,South Korea,6,6,2,14
Winter,2010,Vancouver,Canada,8,Sweden,5,2,4,11
Winter,2010,Vancouver,Canada,9,China,5,2,4,11
Winter,2010,Vancouver,Canada,10,France,2,3,6,11
Winter,2010,Vancouver,Canada,11,Switzerland,6,0,3,9
Winter,2010,Vancouver,Canada,12,Netherlands,4,1,3,8
Winter,2010,Vancouver,Canada,13,Czech Republic,2,0,4,6
Winter,2010,Vancouver,Canada,14,Poland,1,3,2,6
Winter,2010,Vancouver,Canada,15,Italy,1,1,3,5
Winter,2010,Vancouver,Canada,16,Japan,0,3,2,5
Winter,2010,Vancouver,Canada,17,Finland,0,1,4,5
Winter,2010,Vancouver,Canada,18,Australia,2,1,0,3
Winter,2010,Vancouver,Canada,19,Slovakia,1,1,1,3
Winter,2010,Vancouver,Canada,20,Belarus,1,1,1,3
Winter,2010,Vancouver,Canada,21,Croatia,0,2,1,3
Winter,2010,Vancouver,Canada,22,Slovenia,0,2,1,3
Winter,2010,Vancouver,Canada,23,Latvia,0,2,0,2
Winter,2010,Vancouver,Canada,24,Great Britain,1,0,0,1
Winter,2010,Vancouver,Canada,25,Kazakhstan,0,1,0,1
Winter,2010,Vancouver,Canada,26,Estonia,0,1,0,1
Winter,2006,Torino,Italy,1,Germany,11,12,6,29
Winter,2006,Torino,Italy,2,United States,9,9,7,25
Winter,2006,Torino,Italy,3,Canada,7,10,7,24
Winter,2006,Torino,Italy,4,Austria,9,7,7,23
Winter,2006,Torino,Italy,5,Russia,8,6,8,22
Winter,2006,Torino,Italy,6,Norway,2,8,9,19
Winter,2006,Torino,Italy,7,Sweden,7,2,5,14
Winter,2006,Torino,Italy,8,Switzerland,5,4,5,14
Winter,2006,Torino,Italy,9,South Korea,6,3,2,11
Winter,2006,Torino,Italy,10,Italy,5,0,6,11
Winter,2006,Torino,Italy,11,China,2,4,5,11
Winter,2006,Torino,Italy,12,France,3,2,4,9
Winter,2006,Torino,Italy,13,Netherlands,3,2,4,9
Winter,2006,Torino,Italy,14,Finland,0,6,3,9
Winter,2006,Torino,Italy,15,Czech Republic,1,2,1,4
Winter,2006,Torino,Italy,16,Estonia,3,0,0,3
Winter,2006,Torino,Italy,17,Croatia,1,2,0,3
Winter,2006,Torino,Italy,18,Australia,1,0,1,2
Winter,2006,Torino,Italy,19,Poland,0,1,1,2
Winter,2006,Torino,Italy,20,Ukraine,0,0,2,2
Winter,2006,Torino,Italy,21,Japan,1,0,0,1
Winter,2006,Torino,Italy,22,Great Britain,0,1,0,1
Winter,2006,Torino,Italy,23,Slovakia,0,1,0,1
Winter,2006,Torino,Italy,24,Bulgaria,0,1,0,1
Winter,2006,Torino,Italy,25,Belarus,0,1,0,1
Winter,2006,Torino,Italy,26,Latvia,0,0,1,1
Winter,2002,Salt Lake City,United States,1,Germany,12,16,8,36
Winter,2002,Salt Lake City,United States,2,United States,10,13,11,34
Winter,2002,Salt Lake City,United States,3,Norway,13,5,7,25
Winter,2002,Salt Lake City,United States,4,Canada,7,3,7,17
Winter,2002,Salt Lake City,United States,5,Austria,3,4,10,17
Winter,2002,Salt Lake City,United States,6,Russia,5,4,4,13
Winter,2002,Salt Lake City,United States,7,Italy,4,4,5,13
Winter,2002,Salt Lake City,United States,8,France,4,5,2,11
Winter,2002,Salt Lake City,United States,9,Switzerland,3,2,6,11
Winter,2002,Salt Lake City,United States,10,Netherlands,3,5,0,8
Winter,2002,Salt Lake City,United States,11,China,2,2,4,8
Winter,2002,Salt Lake City,United States,12,Finland,4,2,1,7
Winter,2002,Salt Lake City,United States,13,Sweden,0,2,5,7
Winter,2002,Salt Lake City,United States,14,Croatia,3,1,0,4
Winter,2002,Salt Lake City,United States,15,South Korea,2,2,0,4
Winter,2002,Salt Lake City,United States,16,Czech Republic,1,2,0,3
Winter,2002,Salt Lake City,United States,17,Estonia,1,1,1,3
Winter,2002,Salt Lake City,United States,18,Bulgaria,0,1,2,3
Winter,2002,Salt Lake City,United States,19,Australia,2,0,0,2
Winter,2002,Salt Lake City,United States,20,Great Britain,1,0,1,2
Winter,2002,Salt Lake City,United States,21,Poland,0,1,1,2
Winter,2002,Salt Lake City,United States,22,Japan,0,1,1,2
Winter,2002,Salt Lake City,United States,23,Belarus,0,0,1,1
Winter,2002,Salt Lake City,United States,24,Slovenia,0,0,1,1
Winter,1998,Nagano,Japan,1,Germany,12,9,8,29
Winter,1998,Nagano,Japan,2,Norway,10,10,5,25
Winter,1998,Nagano,Japan,3,Russia,9,6,3,18
Winter,1998,Nagano,Japan,4,Austria,3,5,9,17
Winter,1998,Nagano,Japan,5,Canada,6,5,4,15
Winter,1998,Nagano,Japan,6,United States,6,3,4,13
Winter,1998,Nagano,Japan,7,Finland,2,4,6,12
Winter,1998,Nagano,Japan,8,Netherlands,5,4,2,11
Winter,1998,Nagano,Japan,9,Japan,5,1,4,10
Winter,1998,Nagano,Japan,10,Italy,2,6,2,10
Winter,1998,Nagano,Japan,11,France,2,1,5,8
Winter,1998,Nagano,Japan,12,China,0,6,2,8
Winter,1998,Nagano,Japan,13,Switzerland,2,2,3,7
Winter,1998,Nagano,Japan,14,South Korea,3,1,2,6
Winter,1998,Nagano,Japan,15,Czech Republic,1,1,1,3
Winter,1998,Nagano,Japan,16,Sweden,0,2,1,3
Winter,1998,Nagano,Japan,17,Belarus,0,0,2,2
Winter,1998,Nagano,Japan,18,Kazakhstan,0,0,2,2
Winter,1998,Nagano,Japan,19,Bulgaria,1,0,0,1
Winter,1998,Nagano,Japan,20,Denmark,0,1,0,1
Winter,1998,Nagano,Japan,21,Ukraine,0,1,0,1
Winter,1998,Nagano,Japan,22,Great Britain,0,0,1,1
Winter,1998,Nagano,Japan,23,Australia,0,0,1,1
Winter,1998,Nagano,Japan,24,Belgium,0,0,1,1
Winter,1994,Lillehammer,Norway,1,Norway,10,11,5,26
Winter,1994,Lillehammer,Norway,2,Germany,9,7,8,24
Winter,1994,Lillehammer,Norway,3,Russia,11,8,4,23
Winter,1994,Lillehammer,Norway,4,Italy,7,5,8,20
Winter,1994,Lillehammer,Norway,5,United States,6,5,2,13
Winter,1994,Lillehammer,Norway,6,Canada,3,6,4,13
Winter,1994,Lillehammer,Norway,7,Switzerland,3,4,2,9
Winter,1994,Lillehammer,Norway,8,Austria,2,3,4,9
Winter,1994,Lillehammer,Norway,9,South Korea,4,1,1,6
Winter,1994,Lillehammer,Norway,10,Finland,0,1,5,6
Winter,1994,Lillehammer,Norway,11,Japan,1,2,2,5
Winter,1994,Lillehammer,Norway,12,France,0,1,4,5
Winter,1994,Lillehammer,Norway,13,Netherlands,0,1,3,4
Winter,1994,Lillehammer,Norway,14,Sweden,2,1,0,3
Winter,1994,Lillehammer,Norway,15,Kazakhstan,1,2,0,3
Winter,1994,Lillehammer,Norway,16,China,0,1,2,3
Winter,1994,Lillehammer,Norway,17,Slovenia,0,0,3,3
Winter,1994,Lillehammer,Norway,18,Ukraine,1,0,1,2
Winter,1994,Lillehammer,Norway,19,Belarus,0,2,0,2
Winter,1994,Lillehammer,Norway,20,Great Britain,0,0,2,2
Winter,1994,Lillehammer,Norway,21,Uzbekistan,1,0,0,1
Winter,1994,Lillehammer,Norway,22,Australia,0,0,1,1
Winter,1992,Albertville,France,1,Germany,10,10,6,26
Winter,1992,Albertville,France,2,Unified Team,9,6,8,23
Winter,1992,Albertville,France,3,Austria,6,7,8,21
Winter,1992,Albertville,France,4,Norway,9,6,5,20
Winter,1992,Albertville,France,5,Italy,4,6,4,14
Winter,1992,Albertville,France,6,United States,5,4,2,11
Winter,1992,Albertville,France,7,France,3,5,1,9
Winter,1992,Albertville,France,8,Finland,3,1,3,7
Winter,1992,Albertville,France,9,Canada,2,3,2,7
Winter,1992,Albertville,France,10,Japan,1,2,4,7
Winter,1992,Albertville,France,11,South Korea,2,1,1,4
Winter,1992,Albertville,France,12,Netherlands,1,1,2,4
Winter,1992,Albertville,France,13,Sweden,1,0,3,4
Winter,1992,Albertville,France,14,Switzerland,1,0,2,3
Winter,1992,Albertville,France,15,China,0,3,0,3
Winter,1992,Albertville,France,16,Czechoslovakia,0,0,3,3
Winter,1992,Albertville,France,17,Luxembourg,0,2,0,2
Winter,1992,Albertville,France,18,New Zealand,0,1,0,1
Winter,1992,Albertville,France,19,Spain,0,0,1,1
Winter,1992,Albertville,France,20,North Korea,0,0,1,1
Winter,1988,Calgary,Canada,1,Soviet Union,11,9,9,29
Winter,1988,Calgary,Canada,2,East Germany,9,10,6,25
Winter,1988,Calgary,Canada,3,Switzerland,5,5,5,15
Winter,1988,Calgary,Canada,4,Austria,3,5,2,10
Winter,1988,Calgary,Canada,5,West Germany,2,4,2,8
Winter,1988,Calgary,Canada,6,Finland,4,1,2,7
Winter,1988,Calgary,Canada,7,Netherlands,3,2,2,7
Winter,1988,Calgary,Canada,8,Sweden,4,0,2,6
Winter,1988,Calgary,Canada,9,United States,2,1,3,6
Winter,1988,Calgary,Canada,10,Italy,2,1,2,5
Winter,1988,Calgary,Canada,11,Norway,0,3,2,5
Winter,1988,Calgary,Canada,12,Canada,0,2,3,5
Winter,1988,Calgary,Canada,13,Yugoslavia,0,2,1,3
Winter,1988,Calgary,Canada,14,Czechoslovakia,0,1,2,3
Winter,1988,Calgary,Canada,15,France,1,0,1,2
Winter,1988,Calgary,Canada,16,Liechtenstein,0,0,1,1
Winter,1988,Calgary,Canada,17,Japan,0,0,1,1
Winter,1984,Sarajevo,Yugoslavia,1,Soviet Union,6,10,9,25
Winter,1984,Sarajevo,Yugoslavia,2,East Germany,9,9,6,24
Winter,1984,Sarajevo,Yugoslavia,3,Finland,4,3,6,13
Winter,1984,Sarajevo,Yugoslavia,4,Norway,3,2,4,9
Winter,1984,Sarajevo,Yugoslavia,5,United States,4,4,0,8
Winter,1984,Sarajevo,Yugoslavia,6,Sweden,4,2,2,8
Winter,1984,Sarajevo,Yugoslavia,7,Czechoslovakia,0,2,4,6
Winter,1984,Sarajevo,Yugoslavia,8,Switzerland,2,2,1,5
Winter,1984,Sarajevo,Yugoslavia,9,West Germany,2,1,1,4
Winter,1984,Sarajevo,Yugoslavia,10,Canada,2,1,1,4
Winter,1984,Sarajevo,Yugoslavia,11,France,0,1,2,3
Winter,1984,Sarajevo,Yugoslavia,12,Italy,2,0,0,2
Winter,1984,Sarajevo,Yugoslavia,13,Liechtenstein,0,0,2,2
Winter,1984,Sarajevo,Yugoslavia,14,Great Britain,1,0,0,1
Winter,1984,Sarajevo,Yugoslavia,15,Yugoslavia,0,1,0,1
Winter,1984,Sarajevo,Yugoslavia,16,Japan,0,1,0,1
Winter,1984,Sarajevo,Yugoslavia,17,Austria,0,0,1,1
Winter,1980,Lake Placid,United States,1,East Germany,9,7,7,23
Winter,1980,Lake Placid,United States,2,Soviet Union,10,6,6,22
Winter,1980,Lake Placid,United States,3,United States,6,4,2,12
Winter,1980,Lake Placid,United States,4,Norway,1,3,6,10
Winter,1980,Lake Placid,United States,5,Finland,1,5,3,9
Winter,1980,Lake Placid,United States,6,Austria,3,2,2,7
Winter,1980,Lake Placid,United States,7,Switzerland,1,1,3,5
Winter,1980,Lake Placid,United States,8,West Germany,0,2,3,5
Winter,1980,Lake Placid,United States,9,Sweden,3,0,1,4
Winter,1980,Lake Placid,United States,10,Liechtenstein,2,2,0,4
Winter,1980,Lake Placid,United States,11,Netherlands,1,2,1,4
Winter,1980,Lake Placid,United States,12,Italy,0,2,0,2
Winter,1980,Lake Placid,United States,13,Canada,0,1,1,2
Winter,1980,Lake Placid,United States,14,Great Britain,1,0,0,1
Winter,1980,Lake Placid,United States,15,Japan,0,1,0,1
Winter,1980,Lake Placid,United States,16,Hungary,0,1,0,1
Winter,1980,Lake Placid,United States,17,France,0,0,1,1
Winter,1980,Lake Placid,United States,18,Bulgaria,0,0,1,1
Winter,1980,Lake Placid,United States,19,Czechoslovakia,0,0,1,1
Winter,1976,Innsbruck,Austria,1,Soviet Union,13,6,8,27
Winter,1976,Innsbruck,Austria,2,East Germany,7,5,7,19
Winter,1976,Innsbruck,Austria,3,United States,3,3,4,10
Winter,1976,Innsbruck,Austria,4,West Germany,2,5,3,10
Winter,1976,Innsbruck,Austria,5,Norway,3,3,1,7
Winter,1976,Innsbruck,Austria,6,Finland,2,4,1,7
Winter,1976,Innsbruck,Austria,7,Austria,2,2,2,6
Winter,1976,Innsbruck,Austria,8,Netherlands,1,2,3,6
Winter,1976,Innsbruck,Austria,9,Switzerland,1,3,1,5
Winter,1976,Innsbruck,Austria,10,Italy,1,2,1,4
Winter,1976,Innsbruck,Austria,11,Canada,1,1,1,3
Winter,1976,Innsbruck,Austria,12,Sweden,0,0,2,2
Winter,1976,Innsbruck,Austria,13,Liechtenstein,0,0,2,2
Winter,1976,Innsbruck,Austria,14,Great Britain,1,0,0,1
Winter,1976,Innsbruck,Austria,15,Czechoslovakia,0,1,0,1
Winter,1976,Innsbruck,Austria,16,France,0,0,1,1
Winter,1972,Sapporo,Japan,1,Soviet Union,8,5,3,16
Winter,1972,Sapporo,Japan,2,East Germany,4,3,7,14
Winter,1972,Sapporo,Japan,3,Norway,2,5,5,12
Winter,1972,Sapporo,Japan,4,Switzerland,4,3,3,10
Winter,1972,Sapporo,Japan,5,Netherlands,4,3,2,9
Winter,1972,Sapporo,Japan,6,United States,3,2,3,8
Winter,1972,Sapporo,Japan,7,West Germany,3,1,1,5
Winter,1972,Sapporo,Japan,8,Italy,2,2,1,5
Winter,1972,Sapporo,Japan,9,Austria,1,2,2,5
Winter,1972,Sapporo,Japan,10,Finland,0,4,1,5
Winter,1972,Sapporo,Japan,11,Sweden,1,1,2,4
Winter,1972,Sapporo,Japan,12,Japan,1,1,1,3
Winter,1972,Sapporo,Japan,13,Czechoslovakia,1,0,2,3
Winter,1972,Sapporo,Japan,14,France,0,1,2,3
Winter,1972,Sapporo,Japan,15,Poland,1,0,0,1
Winter,1972,Sapporo,Japan,16,Spain,1,0,0,1
Winter,1972,Sapporo,Japan,17,Canada,0,1,0,1
Winter,1968,Grenoble,France,1,Norway,6,6,2,14
Winter,1968,Grenoble,France,2,Soviet Union,5,5,3,13
Winter,1968,Grenoble,France,3,Austria,3,4,4,11
Winter,1968,Grenoble,France,4,France,4,3,2,9
Winter,1968,Grenoble,France,5,Netherlands,3,3,3,9
Winter,1968,Grenoble,France,6,Sweden,3,2,3,8
Winter,1968,Grenoble,France,7,West Germany,2,2,3,7
Winter,1968,Grenoble,France,8,United States,1,5,1,7
Winter,1968,Grenoble,France,9,Switzerland,0,2,4,6
Winter,1968,Grenoble,France,10,East Germany,1,2,2,5
Winter,1968,Grenoble,France,11,Finland,1,2,2,5
Winter,1968,Grenoble,France,12,Italy,4,0,0,4
Winter,1968,Grenoble,France,13,Czechoslovakia,1,2,1,4
Winter,1968,Grenoble,France,14,Canada,1,1,1,3
Winter,1968,Grenoble,France,15,Romania,0,0,1,1
Winter,1964,Innsbruck,Austria,1,Soviet Union,11,8,6,25
Winter,1964,Innsbruck,Austria,2,Norway,3,6,6,15
Winter,1964,Innsbruck,Austria,3,Austria,4,5,3,12
Winter,1964,Innsbruck,Austria,4,Finland,3,4,3,10
Winter,1964,Innsbruck,Austria,5,Germany,3,3,3,9
Winter,1964,Innsbruck,Austria,6,France,3,4,0,7
Winter,1964,Innsbruck,Austria,7,Sweden,3,3,1,7
Winter,1964,Innsbruck,Austria,8,United States,1,2,4,7
Winter,1964,Innsbruck,Austria,9,Italy,0,1,3,4
Winter,1964,Innsbruck,Austria,10,Canada,1,1,1,3
Winter,1964,Innsbruck,Austria,11,Netherlands,1,1,0,2
Winter,1964,Innsbruck,Austria,12,Great Britain,1,0,0,1
Winter,1964,Innsbruck,Austria,13,North Korea,0,1,0,1
Winter,1964,Innsbruck,Austria,14,Czechoslovakia,0,0,1,1
Winter,1960,Squaw Valley,United States,1,Soviet Union,7,5,9,21
Winter,1960,Squaw Valley,United States,2,United States,3,4,3,10
Winter,1960,Squaw Valley,United States,3,Germany,4,3,1,8
Winter,1960,Squaw Valley,United States,4,Finland,2,3,3,8
Winter,1960,Squaw Valley,United States,5,Sweden,3,2,2,7
Winter,1960,Squaw Valley,United States,6,Norway,3,3,0,6
Winter,1960,Squaw Valley,United States,7,Austria,1,2,3,6
Winter,1960,Squaw Valley,United States,8,Canada,2,1,1,4
Winter,1960,Squaw Valley,United States,9,France,1,0,2,3
Winter,1960,Squaw Valley,United States,10,Switzerland,2,0,0,2
Winter,1960,Squaw Valley,United States,11,Netherlands,0,1,1,2
Winter,1960,Squaw Valley,United States,12,Poland,0,1,1,2
Winter,1960,Squaw Valley,United States,13,Czechoslovakia,0,1,0,1
Winter,1960,Squaw Valley,United States,14,Italy,0,0,1,1
Winter,1956,Cortina d'Ampezzo,Italy,1,Soviet Union,7,3,6,16
Winter,1956,Cortina d'Ampezzo,Italy,2,Austria,4,3,4,11
Winter,1956,Cortina d'Ampezzo,Italy,3,Sweden,2,4,4,10
Winter,1956,Cortina d'Ampezzo,Italy,4,Finland,3,3,1,7
Winter,1956,Cortina d'Ampezzo,Italy,5,United States,2,3,2,7
Winter,1956,Cortina d'Ampezzo,Italy,6,Switzerland,3,2,1,6
Winter,1956,Cortina d'Ampezzo,Italy,7,Norway,2,1,1,4
Winter,1956,Cortina d'Ampezzo,Italy,8,Italy,1,2,0,3
Winter,1956,Cortina d'Ampezzo,Italy,9,Canada,0,1,2,3
Winter,1956,Cortina d'Ampezzo,Italy,10,Germany,1,0,1,2
Winter,1956,Cortina d'Ampezzo,Italy,11,Japan,0,1,0,1
Winter,1956,Cortina d'Ampezzo,Italy,12,Poland,0,0,1,1
Winter,1956,Cortina d'Ampezzo,Italy,13,Hungary,0,0,1,1
Winter,1952,Oslo,Norway,1,Norway,7,3,6,16
Winter,1952,Oslo,Norway,2,United States,4,6,1,11
Winter,1952,Oslo,Norway,3,Finland,3,4,2,9
Winter,1952,Oslo,Norway,4,Austria,2,4,2,8
Winter,1952,Oslo,Norway,5,Germany,3,2,2,7
Winter,1952,Oslo,Norway,6,Sweden,0,0,4,4
Winter,1952,Oslo,Norway,7,Netherlands,0,3,0,3
Winter,1952,Oslo,Norway,8,Italy,1,0,1,2
Winter,1952,Oslo,Norway,9,Canada,1,0,1,2
Winter,1952,Oslo,Norway,10,Switzerland,0,0,2,2
Winter,1952,Oslo,Norway,11,Great Britain,1,0,0,1
Winter,1952,Oslo,Norway,12,France,0,0,1,1
Winter,1952,Oslo,Norway,13,Hungary,0,0,1,1
Winter,1948,Sankt Moritz,Switzerland,1,Norway,4,3,3,10
Winter,1948,Sankt Moritz,Switzerland,2,Sweden,4,3,3,10
Winter,1948,Sankt Moritz,Switzerland,3,Switzerland,3,4,3,10
Winter,1948,Sankt Moritz,Switzerland,4,United States,3,4,2,9
Winter,1948,Sankt Moritz,Switzerland,5,Austria,1,3,4,8
Winter,1948,Sankt Moritz,Switzerland,6,Finland,1,3,2,6
Winter,1948,Sankt Moritz,Switzerland,7,France,2,1,2,5
Winter,1948,Sankt Moritz,Switzerland,8,Canada,2,0,1,3
Winter,1948,Sankt Moritz,Switzerland,9,Belgium,1,1,0,2
Winter,1948,Sankt Moritz,Switzerland,10,Great Britain,0,0,2,2
Winter,1948,Sankt Moritz,Switzerland,11,Italy,1,0,0,1
Winter,1948,Sankt Moritz,Switzerland,12,Hungary,0,1,0,1
Winter,1948,Sankt Moritz,Switzerland,13,Czechoslovakia,0,1,0,1
Winter,1936,Garmisch-Partenkirchen,Germany,1,Norway,7,5,3,15
Winter,1936,Garmisch-Partenkirchen,Germany,2,Sweden,2,2,3,7
Winter,1936,Garmisch-Partenkirchen,Germany,3,Germany,3,3,0,6
Winter,1936,Garmisch-Partenkirchen,Germany,4,Finland,1,2,3,6
Winter,1936,Garmisch-Partenkirchen,Germany,5,Austria,1,1,2,4
Winter,1936,Garmisch-Partenkirchen,Germany,6,United States,1,0,3,4
Winter,1936,Garmisch-Partenkirchen,Germany,7,Switzerland,1,2,0,3
Winter,1936,Garmisch-Partenkirchen,Germany,8,Great Britain,1,1,1,3
Winter,1936,Garmisch-Partenkirchen,Germany,9,Canada,0,1,0,1
Winter,1936,Garmisch-Partenkirchen,Germany,10,France,0,0,1,1
Winter,1936,Garmisch-Partenkirchen,Germany,11,Hungary,0,0,1,1
Winter,1932,Lake Placid,United States,1,United States,6,4,2,12
Winter,1932,Lake Placid,United States,2,Norway,3,4,3,10
Winter,1932,Lake Placid,United States,3,Canada,1,1,5,7
Winter,1932,Lake Placid,United States,4,Sweden,1,2,0,3
Winter,1932,Lake Placid,United States,5,Finland,1,1,1,3
Winter,1932,Lake Placid,United States,6,Austria,1,1,0,2
Winter,1932,Lake Placid,United States,7,Germany,0,0,2,2
